station,empty_load,vol
17_44_320008,38033.04211255958,17835
17_44_320008,35999.94638925268,18542
17_44_330006,55052.300893333304,1725
17_44_330006,39213.04439130439,2038
17_44_330007,27933.28604518322,31388
17_44_330007,30482.16842694003,28002
17_44_380002,35420.74099177324,473296
17_44_380002,19074.429225731084,169792
17_44_70008,34189.88332719989,368846
17_44_70010,33350.18728812889,452911
17_46_801,34342.63351534263,11016
17_46_801,31459.99586645965,1369
17_46_802,35832.90425930103,6397
17_46_802,31711.848584269665,856
17_46_804,35887.2401569768,7803
17_46_805,37159.102061457124,107576
17_46_805,36045.740831050694,104340
17_46_806,36395.8093838144,19634
17_46_806,36063.2444644529,19866
17_46_807,36157.241705163244,106816
17_46_807,38372.653575371354,99330
17_46_809,40348.836923202594,168001
17_46_809,35078.21885429641,169463
17_46_811,35334.450018277406,18948
17_46_811,35654.85145516449,19563
17_46_812,40017.91448141073,28336
17_46_812,39305.39194126151,27968
17_46_901,34898.95472092307,81962
17_46_901,38662.26961345943,87364
17_46_903,31721.883028296157,28661
17_46_903,35612.00920193822,29231
17_46_909,36189.613508987175,10203
17_46_909,36961.6666001456,7934
17_46_910,38462.134794512865,59791
17_46_910,37900.861318169285,56543
17_4_100064,41337.154264093864,743042
17_4_100122,146327.85722315498,110539
17_4_100122,35788.80573820526,97130
17_4_100125,37765.6217636169,678437
17_4_100125,34243.70782493898,580752
17_4_100166,34643.6360294357,1149704
17_4_100166,34563.710807061434,1046328
17_4_100172,58870.29478083637,39547
17_4_100172,49847.78519425449,24650
17_4_100193,41587.141653061255,939969
17_4_100193,38815.837283683424,915559
17_4_100325,39118.526094152236,60586
17_4_100325,35487.01583739063,59261
17_4_100379,38769.06337456053,232196
17_4_100379,41214.45312335438,266415
17_4_100455,4842.701252468273,14291
17_4_100455,37611.8728054865,26618
17_4_100544,22560.144790651426,80566
17_4_100544,59780.82058904788,60766
17_4_100788,110027.82913725484,492
17_4_101591,11506.040997819495,23285
17_4_101591,11124.762084721355,21503
17_4_101643,49102.062231511234,368
17_4_101643,27083.548716981128,274
17_4_102255,213300.83923076926,613
17_4_102255,1229.1511506849301,142
17_51_30275,36159.50537532779,124410
17_51_30275,33235.50164824634,120306
17_51_40291,35601.40712840612,109213
17_51_40291,31393.747055135496,104707
17_51_50428,32791.16507844145,292959
17_51_50428,32990.640456929454,317534
17_51_90021,33244.37467769791,60418
17_51_90021,34211.357623419186,60223
17_53_B02AAA,35501.88789072316,48283
17_53_B02AAA,36075.065937614745,54541
17_53_D1NAAA,39597.698960831425,321784
17_53_D1SAAA,36319.451278299886,287441
17_53_D3AAAA,36868.41071498859,433814
17_53_D3AAAA,36022.757172016885,360185
17_53_E24AAA,39983.83131154412,364600
17_53_P01AAA,37901.52684257809,77420
17_53_P01AAA,40081.80829214164,57942
17_53_P03AAA,34311.830926748786,54026
17_53_P03AAA,36168.62865545888,77971
17_53_P04AAA,36578.22073681845,244603
17_53_P04AAA,35964.681398883964,242948
17_53_P05AAA,32730.438247133847,27499
17_53_P05AAA,36940.82075753626,22143
17_53_P06AAA,37554.43827516775,70039
17_53_P06AAA,36459.59916262339,72822
17_53_P08AAA,36348.999945891825,333675
17_53_P08AAA,37470.739993311545,291187
17_53_P09AAA,37198.75401072452,401700
17_53_P09AAA,36101.322616321726,349215
17_53_P10AAA,42513.014360552566,250659
17_53_P10AAA,37606.58334504039,246562
17_53_P13AAA,34805.412157176055,26816
17_53_P13AAA,36144.539679236914,27814
17_53_P14AAA,36436.71613724091,30119
17_53_P14AAA,36420.86047174894,31331
17_53_P15AAA,37389.26800435451,30816
17_53_P15AAA,37507.712917220706,33476
17_53_P17AAA,33862.98308575522,93389
17_53_P17AAA,34201.412293828376,60971
17_53_P18AAA,34571.39204626637,10616
17_53_P18AAA,33039.80613546479,5059
17_53_P19AAA,37287.342724410555,61991
17_53_P19AAA,35147.75347828846,65301
17_53_P1NAAA,37201.08547087073,518978
17_53_P1SAAA,37415.69419497892,544925
17_53_P20AAA,37134.01457848015,353906
17_53_P20AAA,35604.09602539843,301654
17_53_P21AAA,36969.41552517981,8865
17_53_P21AAA,36074.28307186858,5782
17_53_P22AAA,34346.862220073446,8062
17_53_P22AAA,37550.214529091536,10389
17_53_P23AAA,38384.24160195474,20907
17_53_P23AAA,37499.097107863105,22086
17_53_P28AAA,35279.86404587549,15011
17_53_P28AAA,37979.54749310726,15024
17_53_P29AAA,37234.35543182141,450428
17_53_P29AAA,37969.23232411588,413080
17_53_P30AAA,36695.3448856286,4424
17_53_P30AAA,34482.18853849426,3847
17_53_P33AAA,37132.35945850376,24846
17_53_P33AAA,35136.79072989128,61324
17_53_P34AAA,37449.02746884127,21956
17_53_P34AAA,35911.72273669236,18295
17_53_P4NAAA,35692.52025089403,522117
17_53_P4SAAA,34754.170107032594,747456
17_53_P6AAAA,38374.13818868749,437166
17_53_P6AAAA,34049.82865198945,450156
17_53_P7CAAA,39959.97679375438,193698
17_53_P7CAAA,36385.18067620993,178297
17_53_P9AAAA,41608.47588107461,205070
17_53_P9AAAA,34550.146990643116,196612
17_53_W24AAA,38356.64440281589,313854
17_56_156,34448.56098530365,18907
17_56_156,35024.52662312941,17669
17_56_172,39342.782140637224,44728
17_56_172,36565.4458520097,32116
17_56_176,37508.57961306936,316869
17_56_176,41143.47524497524,342522
17_56_177,39920.65668099505,328673
17_56_177,38091.725530528034,375667
17_56_59,31525.558168298146,173756
17_56_59,33303.45490553477,186863
17_56_72,28923.004915110345,2826
17_56_72,32148.05780009432,4729
17_5_100019,38995.93346013483,1329253
17_5_100019,38251.41698133175,1690171
17_5_10009,29069.329145416403,31350
17_5_10009,30852.28128381696,15196
17_5_160058,39824.109616764996,137301
17_5_160058,35561.10060316611,135414
17_5_160095,31658.190147600577,23385
17_5_160095,33751.714916666744,19790
17_5_160460,31196.66250423164,170198
17_5_160460,38882.215128160504,166363
17_5_170049,57140.03424830002,619077
17_5_170049,38024.86876371393,376699
17_5_170053,32325.80089894093,82782
17_5_170053,32142.40839653452,78040
17_5_170064,36545.45259855834,311362
17_5_170064,30571.374335806002,343183
17_5_181501,37998.74780324802,1140960
17_5_181501,39924.562845276414,1211641
17_5_220024,36683.766287349754,16677
17_5_220024,31595.306349880946,17706
17_5_230001,36484.36560130033,49792
17_5_230001,33072.93488822092,49385
17_5_260059,36477.33708052122,42947
17_5_260059,35613.005935487214,36065
17_5_281983,48961.92181552619,56873
17_5_281983,39757.93277093242,47927
17_5_300052,29536.78294235353,45288
17_5_300052,30738.142965017636,43419
17_5_301769,37114.62806102989,900293
17_5_301769,36734.0581299132,1038288
17_5_350019,17899.752033158977,165534
17_5_350019,32254.393473081167,172755
17_5_350314,36140.53810858461,169622
17_5_350314,35888.629085297034,164235
17_5_360009,31941.356688413834,774642
17_5_360009,33367.115249768125,858641
17_5_370001,31299.41124719116,40811
17_5_370001,33741.98456989455,33551
17_5_400062,33794.148611186545,132486
17_5_400062,34529.74485844649,127304
17_5_430037,37069.716957471624,583502
17_5_430037,37977.99572964477,597829
17_5_460011,37150.323999549626,121935
17_5_460011,39380.72896247104,173487
17_5_460286,39930.41492697411,182155
17_5_460286,35579.24611232728,151881
17_5_480037,28494.56851371675,35040
17_5_480037,33752.434119373786,18834
17_5_50026,40931.179840487384,89658
17_5_50026,39757.14066847524,93470
17_5_560093,33993.77905327389,216374
17_5_560093,34770.2865816938,209735
17_5_600870,2991.9968138032086,147412
17_5_600870,33378.111664623764,149240
17_5_620176,37274.23254310345,961
17_5_620176,36819.95648305086,860
17_5_630009,30849.76055838408,68463
17_5_630009,31749.71249578753,58238
17_5_650284,36211.45578652617,275215
17_5_650284,33592.76966118458,267162
17_5_670027,35774.116255586625,10217
17_5_670027,31812.000700182445,10953
17_5_700040,33628.611160463435,142764
17_5_700040,34946.73437474247,152986
17_5_720236,33891.06472215298,412860
17_5_720236,35275.91225168157,394577
17_5_730018,27660.54133745782,2862
17_5_730018,25436.099569892474,397
17_5_730068,32041.788514358104,173533
17_5_730068,30918.86257539124,180602
17_5_730076,34514.0445850787,28973
17_5_730076,25884.73496417528,16046
17_5_730222,36735.94087238372,19649
17_5_730222,36375.31439400512,9739
17_5_740035,30759.318292115226,52138
17_5_740035,31108.235190300074,48749
17_5_750006,32723.33503229717,40201
17_5_750006,34413.99170216957,41674
17_5_80004,25351.164879108317,17394
17_5_80004,34249.981996868075,19269
17_6_100220,35046.487760633405,80343
17_6_100220,39855.503928831895,99492
17_6_100240,35342.83561816288,220811
17_6_100240,29750.96204121658,201086
17_6_100820,37839.920571953786,594723
17_6_100820,37790.350100062955,546810
17_6_101210,40379.8870905566,394599
17_6_101210,37800.52720810271,428938
17_6_102840,38379.36316082216,427654
17_6_102840,34290.63878806185,344636
17_6_102850,33534.51952687215,371553
17_6_103490,31580.91674675286,1249267
17_6_103490,33289.155921749196,1428999
17_6_104200,33936.085438662834,42892
17_6_104210,31158.05873045665,320106
17_6_104210,35890.01929533975,345958
17_6_11100,34604.464043089516,60356
17_6_116210,35842.663328676754,21439
17_6_116210,37942.56885033304,20902
17_6_116240,34668.037169623516,91311
17_6_116380,40728.59719420287,6375
17_6_116610,34166.70469227203,769638
17_6_116610,33905.9174611945,348133
17_6_116770,36723.2848139374,5050
17_6_116820,40163.469807232,152494
17_6_116830,36337.86632545405,518641
17_6_116840,35539.191384657635,542243
17_6_116840,34232.159920595455,262629
17_6_116850,37137.77508685576,81024
17_6_116850,35645.07340549134,78534
17_6_116860,35939.0246361446,931
17_6_126580,38042.93682746028,979341
17_6_126590,33171.11777796648,110957
17_6_126590,41101.443599234284,480968
17_6_128080,32261.076478836494,395260
17_6_128080,31023.08341793042,622010
17_6_129000,35258.97303929404,501788
17_6_129000,37969.45406981475,700927
17_6_17720,37309.25940679141,5828
17_6_17720,34965.21244574578,5772
17_6_19330,42985.520203060616,67521
17_6_19330,42267.24289564858,66010
17_6_21500,31876.83601550576,20739
17_6_23090,37964.62958411078,373752
17_6_23100,37391.08850996815,620210
17_6_23100,40880.799793199265,599808
17_6_23110,36731.75737527829,50666
17_6_23130,38250.18034704247,909242
17_6_23140,36594.36275561804,977292
17_6_32000,37134.69520787248,27587
17_6_32000,31790.159658567663,25771
17_6_32010,35618.30894743929,72798
17_6_32010,34524.836143350534,71370
17_6_32020,40768.56401223574,800924
17_6_32990,36541.71862530825,778834
17_6_33000,35456.360158842836,337513
17_6_34090,34588.20023335669,26607
17_6_34580,36075.30387358993,183920
17_6_34580,39424.33163131589,198518
17_6_35010,33683.11622762944,709421
17_6_35010,32856.04600657315,723121
17_6_35440,33827.54594978008,249275
17_6_35440,31590.749471065697,240526
17_6_37620,41592.89858540222,121898
17_6_49000,36378.327634003006,375412
17_6_49010,36783.34756725632,14788
17_6_49010,32518.240335178503,799818
17_6_49020,35296.60578327274,454704
17_6_49030,31820.547876448345,176795
17_6_49030,39579.64496191304,230001
17_6_49040,38251.630235910015,45924
17_6_49040,38996.83629083189,39348
17_6_49050,36772.80114504322,303554
17_6_49060,32080.091027502334,208290
17_6_49060,35256.70737710314,212238
17_6_49070,36444.963268240535,396235
17_6_49070,34771.569372615064,432722
17_6_49090,34677.32514993169,290703
17_6_49090,36914.09630480942,347377
17_6_49100,37464.07982203172,55183
17_6_49100,39029.32498522752,48522
17_6_49110,34886.95261496511,411965
17_6_55440,33087.28146399833,87446
17_6_55440,30200.081341216985,75900
17_6_55490,35594.66198019941,236724
17_6_55550,35391.536203473974,9250
17_6_55550,36535.337009434144,11163
17_6_57410,37678.20855231719,142723
17_6_57410,39597.019487695325,190597
17_6_62010,39634.69757814483,10401
17_6_62010,40748.38736961874,9656
17_6_62020,22922.18549525191,170324
17_6_62020,34481.12886212743,62063
17_6_69730,36004.226420295556,58118
17_6_69730,33413.43358925961,66478
17_6_74210,33838.567359157,28215
17_6_79020,32144.478473617884,81117
17_6_79040,35431.65381175135,252792
17_6_79040,37239.199324715955,901370
17_6_79050,32003.880486481725,444874
17_6_79050,30153.79698472805,298665
17_6_79060,34466.13322874033,2203642
17_6_79070,34262.8325958391,65213
17_6_79070,37983.65139544394,44065
17_6_79080,25903.7188303807,471682
17_6_86040,40242.65996021813,422153
17_6_86040,34341.240330616376,439819
17_6_86050,35513.937537374484,1209886
17_6_86050,34042.31618777135,1380824
17_6_86060,32265.53974776827,61750
17_6_86060,31470.793518891154,71082
17_6_86070,38850.61427523922,68526
17_6_86220,35294.100907706,439182
17_6_87570,31915.059393730367,229997
17_6_87780,35715.60937428367,184864
17_6_87780,35402.8134623052,211685
17_6_88240,34369.23975124938,2151411
17_6_88690,30053.682803031796,62348
17_6_88730,43937.03571136222,474947
17_6_88770,35580.91367757994,785611
17_6_88770,37408.573672381084,345617
17_6_88810,40788.98106828993,19005
17_6_88810,38083.708342021906,15278
17_6_98460,41824.24303614754,67309
